,Latitude_x,Longitude_x,index_x,join_key,Latitude_y,Longitude_y,index_y,euclidean_distance,MRT_Name,coordinate_pair,distance,duration,centroid_name
19,1.394430748737401,103.90349754719496,167,A,1.387994311,103.9054153,115,0.7467742217935279,BAKAU LRT STATION,"coordinate_pair(lat_x=1.394430748737401, lon_x=103.90349754719496, lat_y=1.387994311, lon_y=103.9054153)",1.052,6.65,RIVERVALE GATEWAY
20,1.381709788057038,103.7705887041727,41,A,1.38002223,103.7726474,54,0.29594607417578017,BANGKIT LRT STATION,"coordinate_pair(lat_x=1.381709788057038, lon_x=103.7705887041727, lat_y=1.38002223, lon_y=103.7726474)",0.436,2.966666666666667,FAJAR HILLS
21,1.3753673909478197,103.77359719316692,100,A,1.38002223,103.7726474,54,0.5282532897165803,BANGKIT LRT STATION,"coordinate_pair(lat_x=1.3753673909478197, lon_x=103.77359719316692, lat_y=1.38002223, lon_y=103.7726474)",1.134,7.45,221 PENDING ROAD
22,1.377157412896861,103.76738624176596,111,A,1.38002223,103.7726474,54,0.6659725983207755,BANGKIT LRT STATION,"coordinate_pair(lat_x=1.377157412896861, lon_x=103.76738624176596, lat_y=1.38002223, lon_y=103.7726474)",1.34,8.416666666666666,109 GANGSA ROAD
23,1.3877880612070277,103.77113132592812,122,A,1.38002223,103.7726474,54,0.8798131196946792,BANGKIT LRT STATION,"coordinate_pair(lat_x=1.3877880612070277, lon_x=103.77113132592812, lat_y=1.38002223, lon_y=103.7726474)",2.276,14.583333333333334,SEGAR MEADOWS
24,1.3817355029867255,103.76304253797421,221,A,1.38002223,103.7726474,54,1.084564463677278,BANGKIT LRT STATION,"coordinate_pair(lat_x=1.3817355029867255, lon_x=103.76304253797421, lat_y=1.38002223, lon_y=103.7726474)",1.537,9.516666666666667,PANSHAN GROVE
25,1.3422565031045823,103.87326193519652,213,A,1.342501178,103.8801779,70,0.7692903882646142,BARTLEY MRT STATION,"coordinate_pair(lat_x=1.3422565031045823, lon_x=103.87326193519652, lat_y=1.342501178, lon_y=103.8801779)",1.239,7.733333333333333,WOODLEIGH HILLSIDE
26,1.3349199323312244,103.87983998471915,135,A,1.342501178,103.8801779,70,0.8438325783310391,BARTLEY MRT STATION,"coordinate_pair(lat_x=1.3349199323312244, lon_x=103.87983998471915, lat_y=1.342501178, lon_y=103.8801779)",1.348,8.633333333333333,JOO SENG GREEN
27,1.349428009750324,103.87584367374164,1,A,1.342501178,103.8801779,70,0.9085118890618734,BARTLEY MRT STATION,"coordinate_pair(lat_x=1.349428009750324, lon_x=103.87584367374164, lat_y=1.342501178, lon_y=103.8801779)",1.387,8.783333333333333,419 SERANGOON CENTRAL
28,1.3351261502425211,103.87209203229305,67,A,1.342501178,103.8801779,70,1.2167418106771426,BARTLEY MRT STATION,"coordinate_pair(lat_x=1.3351261502425211, lon_x=103.87209203229305, lat_y=1.342501178, lon_y=103.8801779)",1.649,10.266666666666667,ALKAFF OASIS
29,1.351900278087288,103.88714922992672,143,A,1.342501178,103.8801779,70,1.3011025669407434,BARTLEY MRT STATION,"coordinate_pair(lat_x=1.351900278087288, lon_x=103.88714922992672, lat_y=1.342501178, lon_y=103.8801779)",3.561,21.683333333333334,129 LORONG AH SOO
30,1.2855382001095763,103.84177430019191,51,A,1.281873789,103.8590798,147,1.9664781892140513,BAYFRONT MRT STATION,"coordinate_pair(lat_x=1.2855382001095763, lon_x=103.84177430019191, lat_y=1.281873789, lon_y=103.8590798)",2.706,16.7,PEARL'S HILL CARE HOME
31,1.3001754928952323,103.85261752754148,125,A,1.281873789,103.8590798,147,2.1581332046741175,BAYFRONT MRT STATION,"coordinate_pair(lat_x=1.3001754928952323, lon_x=103.85261752754148, lat_y=1.281873789, lon_y=103.8590798)",2.8,17.283333333333335,FORTUNE CENTRE
32,1.2756419763680185,103.83950412311589,96,A,1.281873789,103.8590798,147,2.2838359616221737,BAYFRONT MRT STATION,"coordinate_pair(lat_x=1.2756419763680185, lon_x=103.83950412311589, lat_y=1.281873789, lon_y=103.8590798)",3.924,24.566666666666666,CANTONMENT PRIMARY SCHOOL
33,1.305827281281948,103.86231291663341,98,A,1.281873789,103.8590798,147,2.687647177522891,BAYFRONT MRT STATION,"coordinate_pair(lat_x=1.305827281281948, lon_x=103.86231291663341, lat_y=1.281873789, lon_y=103.8590798)",3.71,22.933333333333334,CRAWFORD LANE
34,1.3069895284265052,103.85441914432418,201,A,1.281873789,103.8590798,147,2.8403959781076,BAYFRONT MRT STATION,"coordinate_pair(lat_x=1.3069895284265052, lon_x=103.85441914432418, lat_y=1.281873789, lon_y=103.8590798)",3.798,24.683333333333334,52 CHITTY ROAD
35,1.3387079613008284,103.77362882572064,84,A,1.34090149,103.7757467,73,0.3389988004294202,BEAUTY WORLD MRT STATION,"coordinate_pair(lat_x=1.3387079613008284, lon_x=103.77362882572064, lat_y=1.34090149, lon_y=103.7757467)",0.488,3.2,BEEH LOW SEE TEMPLE
36,1.344916917136854,103.75741220184112,101,A,1.34090149,103.7757467,73,2.0864768624796093,BEAUTY WORLD MRT STATION,"coordinate_pair(lat_x=1.344916917136854, lon_x=103.75741220184112, lat_y=1.34090149, lon_y=103.7757467)",2.938,18.666666666666668,SPRING VIEW
37,1.3209578915311426,103.76958129000876,56,A,1.34090149,103.7757467,73,2.32112289444838,BEAUTY WORLD MRT STATION,"coordinate_pair(lat_x=1.3209578915311426, lon_x=103.76958129000876, lat_y=1.34090149, lon_y=103.7757467)",2.838,17.333333333333332,EAST LODGE CLEMENTI
38,1.349874397888229,103.75674484430944,151,A,1.34090149,103.7757467,73,2.33611131989633,BEAUTY WORLD MRT STATION,"coordinate_pair(lat_x=1.349874397888229, lon_x=103.75674484430944, lat_y=1.34090149, lon_y=103.7757467)",3.567,23.633333333333333,GOMBAK VIEW
39,1.3208339730185668,103.76417456716128,267,A,1.34090149,103.7757467,73,2.5756625393023955,BEAUTY WORLD MRT STATION,"coordinate_pair(lat_x=1.3208339730185668, lon_x=103.76417456716128, lat_y=1.34090149, lon_y=103.7757467)",4.56,29.1,CLEMENTI MEADOWS
40,1.3192285155957597,103.94557010130274,82,A,1.320401487,103.9571838,36,1.297613366893926,BEDOK MRT STATION,"coordinate_pair(lat_x=1.3192285155957597, lon_x=103.94557010130274, lat_y=1.320401487, lon_y=103.9571838)",2.085,12.966666666666667,SIGLAP EAST
41,1.3227396181800248,103.94022068265332,148,A,1.320401487,103.9571838,36,1.9035491438497,BEDOK MRT STATION,"coordinate_pair(lat_x=1.3227396181800248, lon_x=103.94022068265332, lat_y=1.320401487, lon_y=103.9571838)",3.613,22.416666666666668,MULTI STOREY CAR PARK
42,1.3271274396854027,103.94113253867144,256,A,1.320401487,103.9571838,36,1.934740358759939,BEDOK MRT STATION,"coordinate_pair(lat_x=1.3271274396854027, lon_x=103.94113253867144, lat_y=1.320401487, lon_y=103.9571838)",3.664,22.716666666666665,78 BEDOK NORTH ROAD
43,1.331932147905228,103.94015061212292,265,A,1.320401487,103.9571838,36,2.286753402177751,BEDOK MRT STATION,"coordinate_pair(lat_x=1.331932147905228, lon_x=103.94015061212292, lat_y=1.320401487, lon_y=103.9571838)",4.331,27.466666666666665,90 BEDOK NORTH STREET 4
44,1.3229399658864007,103.93475081515926,174,A,1.320401487,103.9571838,36,2.509694258183748,BEDOK MRT STATION,"coordinate_pair(lat_x=1.3229399658864007, lon_x=103.93475081515926, lat_y=1.320401487, lon_y=103.9571838)",3.679,22.8,MULTI STOREY CAR PARK
45,1.3337226968701588,103.91459957502391,15,A,1.334742117,103.9179783,150,0.3923276356194425,BEDOK NORTH MRT STATION,"coordinate_pair(lat_x=1.3337226968701588, lon_x=103.91459957502391, lat_y=1.334742117, lon_y=103.9179783)",1.3,8.7,EUNOS GROVE
46,1.336825641345256,103.921563443747,272,A,1.334742117,103.9179783,150,0.46098772694786905,BEDOK NORTH MRT STATION,"coordinate_pair(lat_x=1.336825641345256, lon_x=103.921563443747, lat_y=1.334742117, lon_y=103.9179783)",0.536,3.683333333333333,BELVIA
47,1.331158877705397,103.92511734443046,63,A,1.334742117,103.9179783,150,0.88801510281122,BEDOK NORTH MRT STATION,"coordinate_pair(lat_x=1.331158877705397, lon_x=103.92511734443046, lat_y=1.334742117, lon_y=103.9179783)",5.987,38.25,539 BEDOK NORTH STREET 3
48,1.3310703635361827,103.9105270220288,136,A,1.334742117,103.9179783,150,0.9234755347861188,BEDOK NORTH MRT STATION,"coordinate_pair(lat_x=1.3310703635361827, lon_x=103.9105270220288, lat_y=1.334742117, lon_y=103.9179783)",1.781,10.933333333333334,EUNOS VISTA
49,1.3354911780761851,103.92737998600568,154,A,1.334742117,103.9179783,150,1.0484496751670669,BEDOK NORTH MRT STATION,"coordinate_pair(lat_x=1.3354911780761851, lon_x=103.92737998600568, lat_y=1.334742117, lon_y=103.9179783)",6.917,44.36666666666667,PAN ISLAND EXPRESSWAY
50,1.3353585240789,103.93660330019505,113,A,1.33660783,103.9322346,151,0.5051228497923065,BEDOK RESERVOIR MRT STATION,"coordinate_pair(lat_x=1.3353585240789, lon_x=103.93660330019505, lat_y=1.33660783, lon_y=103.9322346)",0.962,6.483333333333333,MULTI STOREY CAR PARK
51,1.3354911780761851,103.92737998600568,154,A,1.33660783,103.9322346,151,0.5537616324780169,BEDOK RESERVOIR MRT STATION,"coordinate_pair(lat_x=1.3354911780761851, lon_x=103.92737998600568, lat_y=1.33660783, lon_y=103.9322346)",1.864,11.733333333333333,PAN ISLAND EXPRESSWAY
52,1.331227712635909,103.93115292437344,215,A,1.33660783,103.9322346,151,0.6102064218012084,BEDOK RESERVOIR MRT STATION,"coordinate_pair(lat_x=1.331227712635909, lon_x=103.93115292437344, lat_y=1.33660783, lon_y=103.9322346)",1.035,6.4,KAKI BUKIT VILLE
53,1.3289725854321912,103.93537427563926,26,A,1.33660783,103.9322346,151,0.917942168567669,BEDOK RESERVOIR MRT STATION,"coordinate_pair(lat_x=1.3289725854321912, lon_x=103.93537427563926, lat_y=1.33660783, lon_y=103.9322346)",1.412,9.166666666666666,137 BEDOK NORTH AVENUE 3
54,1.331158877705397,103.92511734443046,63,A,1.33660783,103.9322346,151,0.996538326446445,BEDOK RESERVOIR MRT STATION,"coordinate_pair(lat_x=1.331158877705397, lon_x=103.92511734443046, lat_y=1.33660783, lon_y=103.9322346)",1.91,11.65,539 BEDOK NORTH STREET 3
55,1.3001754928952323,103.85261752754148,125,A,1.298918434,103.8503538,141,0.28786439424843646,BENCOOLEN MRT STATION,"coordinate_pair(lat_x=1.3001754928952323, lon_x=103.85261752754148, lat_y=1.298918434, lon_y=103.8503538)",0.374,2.433333333333333,FORTUNE CENTRE
56,1.3069895284265052,103.85441914432418,201,A,1.298918434,103.8503538,141,1.0048296403848458,BENCOOLEN MRT STATION,"coordinate_pair(lat_x=1.3069895284265052, lon_x=103.85441914432418, lat_y=1.298918434, lon_y=103.8503538)",1.192,8.266666666666667,52 CHITTY ROAD
57,1.305827281281948,103.86231291663341,98,A,1.298918434,103.8503538,141,1.5354515930675514,BENCOOLEN MRT STATION,"coordinate_pair(lat_x=1.305827281281948, lon_x=103.86231291663341, lat_y=1.298918434, lon_y=103.8503538)",2.011,12.716666666666667,CRAWFORD LANE
58,1.312928634749774,103.85367021648912,21,A,1.298918434,103.8503538,141,1.6008927503895514,BENCOOLEN MRT STATION,"coordinate_pair(lat_x=1.312928634749774, lon_x=103.85367021648912, lat_y=1.298918434, lon_y=103.8503538)",2.038,12.633333333333333,CONNEXION
59,1.2855382001095763,103.84177430019191,51,A,1.298918434,103.8503538,141,1.7672685133706645,BENCOOLEN MRT STATION,"coordinate_pair(lat_x=1.2855382001095763, lon_x=103.84177430019191, lat_y=1.298918434, lon_y=103.8503538)",2.465,17.2,PEARL'S HILL CARE HOME
60,1.317883587307786,103.86161373017907,212,A,1.313672528,103.8629776,140,0.49218271765848315,BENDEMEER MRT STATION,"coordinate_pair(lat_x=1.317883587307786, lon_x=103.86161373017907, lat_y=1.313672528, lon_y=103.8629776)",0.702,4.783333333333333,BENDEMEER VILLE
61,1.305827281281948,103.86231291663341,98,A,1.313672528,103.8629776,140,0.875475368150914,BENDEMEER MRT STATION,"coordinate_pair(lat_x=1.305827281281948, lon_x=103.86231291663341, lat_y=1.313672528, lon_y=103.8629776)",1.74,10.866666666666667,CRAWFORD LANE
62,1.3226198803704479,103.86129903653968,44,A,1.313672528,103.8629776,140,1.0122476637725286,BENDEMEER MRT STATION,"coordinate_pair(lat_x=1.3226198803704479, lon_x=103.86129903653968, lat_y=1.313672528, lon_y=103.8629776)",1.884,12.266666666666667,3 SAINT GEORGE'S ROAD
63,1.313588946032592,103.87226653774702,119,A,1.313672528,103.8629776,140,1.0326531163615933,BENDEMEER MRT STATION,"coordinate_pair(lat_x=1.313588946032592, lon_x=103.87226653774702, lat_y=1.313672528, lon_y=103.8629776)",1.842,11.933333333333334,KALLANG HEIGHTS
64,1.312928634749774,103.85367021648912,21,A,1.313672528,103.8629776,140,1.0379631552056616,BENDEMEER MRT STATION,"coordinate_pair(lat_x=1.312928634749774, lon_x=103.85367021648912, lat_y=1.313672528, lon_y=103.8629776)",1.614,10.383333333333333,CONNEXION
65,1.3481371699232108,103.85006389464333,66,A,1.351315801,103.8491403,111,0.3680577148780195,BISHAN MRT STATION,"coordinate_pair(lat_x=1.3481371699232108, lon_x=103.85006389464333, lat_y=1.351315801, lon_y=103.8491403)",0.468,3.1666666666666665,BISHAN SPRING
66,1.3569266513530682,103.84735019364278,40,A,1.351315801,103.8491403,111,0.6548647977745218,BISHAN MRT STATION,"coordinate_pair(lat_x=1.3569266513530682, lon_x=103.84735019364278, lat_y=1.351315801, lon_y=103.8491403)",1.013,6.333333333333333,BISHAN ACTIVE PARK
67,1.345675041156425,103.85443467659944,235,A,1.351315801,103.8491403,111,0.8601132150905034,BISHAN MRT STATION,"coordinate_pair(lat_x=1.345675041156425, lon_x=103.85443467659944, lat_y=1.351315801, lon_y=103.8491403)",1.136,7.383333333333334,BISHAN GREEN
68,1.3589579744781397,103.84330592969415,255,A,1.351315801,103.8491403,111,1.0689971316340765,BISHAN MRT STATION,"coordinate_pair(lat_x=1.3589579744781397, lon_x=103.84330592969415, lat_y=1.351315801, lon_y=103.8491403)",1.451,9.15,261 BISHAN STREET 22
69,1.340246889111359,103.84736998160729,127,A,1.351315801,103.8491403,111,1.2464406145568192,BISHAN MRT STATION,"coordinate_pair(lat_x=1.340246889111359, lon_x=103.84736998160729, lat_y=1.351315801, lon_y=103.8491403)",2.527,16.566666666666666,BRADDELL HOUSE
70,1.317883587307786,103.86161373017907,212,A,1.319939577,103.8620527,69,0.2337656427537999,BOON KENG MRT STATION,"coordinate_pair(lat_x=1.317883587307786, lon_x=103.86161373017907, lat_y=1.319939577, lon_y=103.8620527)",0.328,2.183333333333333,BENDEMEER VILLE
71,1.3226198803704479,103.86129903653968,44,A,1.319939577,103.8620527,69,0.3095881782763618,BOON KENG MRT STATION,"coordinate_pair(lat_x=1.3226198803704479, lon_x=103.86129903653968, lat_y=1.319939577, lon_y=103.8620527)",0.668,6.833333333333333,3 SAINT GEORGE'S ROAD
72,1.3222808862876692,103.86843063407994,150,A,1.319939577,103.8620527,69,0.7552923008874887,BOON KENG MRT STATION,"coordinate_pair(lat_x=1.3222808862876692, lon_x=103.86843063407994, lat_y=1.319939577, lon_y=103.8620527)",1.823,14.133333333333333,59C GEYLANG BAHRU
73,1.322109946768817,103.85555183905691,189,A,1.319939577,103.8620527,69,0.7619022195213783,BOON KENG MRT STATION,"coordinate_pair(lat_x=1.322109946768817, lon_x=103.85555183905691, lat_y=1.319939577, lon_y=103.8620527)",2.005,12.5,WHAMPOA VIEW
74,1.3272195838463068,103.85756876136954,91,A,1.319939577,103.8620527,69,0.9506579532351244,BOON KENG MRT STATION,"coordinate_pair(lat_x=1.3272195838463068, lon_x=103.85756876136954, lat_y=1.319939577, lon_y=103.8620527)",2.685,16.833333333333332,WHAMPOA GARDENS
75,1.3375863284393408,103.7019233109752,50,A,1.338610339,103.7060849,124,0.47642811021501646,BOON LAY MRT STATION,"coordinate_pair(lat_x=1.3375863284393408, lon_x=103.7019233109752, lat_y=1.338610339, lon_y=103.7060849)",0.883,5.516666666666667,MULTI STOREY CAR PARK
76,1.3433715679969556,103.7061269124601,86,A,1.338610339,103.7060849,124,0.529445108036764,BOON LAY MRT STATION,"coordinate_pair(lat_x=1.3433715679969556, lon_x=103.7061269124601, lat_y=1.338610339, lon_y=103.7060849)",0.83,5.7,693 JURONG WEST CENTRAL 1
77,1.3440905883320242,103.70255473700657,115,A,1.338610339,103.7060849,124,0.7248029115129838,BOON LAY MRT STATION,"coordinate_pair(lat_x=1.3440905883320242, lon_x=103.70255473700657, lat_y=1.338610339, lon_y=103.7060849)",1.774,11.116666666666667,671A JURONG WEST STREET 65
78,1.3420858957952733,103.69820792668644,126,A,1.338610339,103.7060849,124,0.9571309883615701,BOON LAY MRT STATION,"coordinate_pair(lat_x=1.3420858957952733, lon_x=103.69820792668644, lat_y=1.338610339, lon_y=103.7060849)",1.87,11.883333333333333,636 JURONG WEST STREET 65
79,1.3368045819102523,103.69613969827118,261,A,1.338610339,103.7060849,124,1.1236405053161644,BOON LAY MRT STATION,"coordinate_pair(lat_x=1.3368045819102523, lon_x=103.69613969827118, lat_y=1.338610339, lon_y=103.7060849)",2.225,13.633333333333333,653A JURONG WEST STREET 61
80,1.3172689747485051,103.8070580447481,120,A,1.322113736,103.8149845,58,1.032779284368544,BOTANIC GARDENS MRT STATION,"coordinate_pair(lat_x=1.3172689747485051, lon_x=103.8070580447481, lat_y=1.322113736, lon_y=103.8149845)",3.017,28.133333333333333,FARRER ROAD MRT STATION
81,1.3061011997379577,103.79978237134024,28,A,1.322113736,103.8149845,58,2.45482660827912,BOTANIC GARDENS MRT STATION,"coordinate_pair(lat_x=1.3061011997379577, lon_x=103.79978237134024, lat_y=1.322113736, lon_y=103.8149845)",4.803,47.61666666666667,COMMONWEALTH 16
82,1.308622750600233,103.79401320563068,110,A,1.322113736,103.8149845,58,2.772234968423006,BOTANIC GARDENS MRT STATION,"coordinate_pair(lat_x=1.308622750600233, lon_x=103.79401320563068, lat_y=1.322113736, lon_y=103.8149845)",5.828,52.78333333333333,HOLLAND VISTA
83,1.297145299929383,103.80440567595988,181,A,1.322113736,103.8149845,58,3.015158352761222,BOTANIC GARDENS MRT STATION,"coordinate_pair(lat_x=1.297145299929383, lon_x=103.80440567595988, lat_y=1.322113736, lon_y=103.8149845)",6.004,54.233333333333334,SKYRESIDENCE @ DAWSON
84,1.2943824558480614,103.81046267406816,4,A,1.322113736,103.8149845,58,3.1242809377021667,BOTANIC GARDENS MRT STATION,"coordinate_pair(lat_x=1.2943824558480614, lon_x=103.81046267406816, lat_y=1.322113736, lon_y=103.8149845)",5.02,48.166666666666664,DAWSON VISTA
85,1.340246889111359,103.84736998160729,127,A,1.340469001,103.8467991,33,0.06809826210323237,BRADDELL MRT STATION,"coordinate_pair(lat_x=1.340246889111359, lon_x=103.84736998160729, lat_y=1.340469001, lon_y=103.8467991)",0.377,2.4833333333333334,BRADDELL HOUSE
86,1.3360059311304935,103.8446622541132,231,A,1.340469001,103.8467991,33,0.550191468801538,BRADDELL MRT STATION,"coordinate_pair(lat_x=1.3360059311304935, lon_x=103.8446622541132, lat_y=1.340469001, lon_y=103.8467991)",1.037,6.733333333333333,THE PEAK @ TOA PAYOH
87,1.3354185604972366,103.84857162756762,269,A,1.340469001,103.8467991,33,0.5951483465655882,BRADDELL MRT STATION,"coordinate_pair(lat_x=1.3354185604972366, lon_x=103.84857162756762, lat_y=1.340469001, lon_y=103.8467991)",1.086,7.633333333333334,80 LORONG 4 TOA PAYOH
88,1.3365152581552813,103.85257763525732,8,A,1.340469001,103.8467991,33,0.7784068380628446,BRADDELL MRT STATION,"coordinate_pair(lat_x=1.3365152581552813, lon_x=103.85257763525732, lat_y=1.340469001, lon_y=103.8467991)",1.147,7.733333333333333,TOA PAYOH VISTA
89,1.3481371699232108,103.85006389464333,66,A,1.340469001,103.8467991,33,0.9266870185267589,BRADDELL MRT STATION,"coordinate_pair(lat_x=1.3481371699232108, lon_x=103.85006389464333, lat_y=1.340469001, lon_y=103.8467991)",2.335,14.633333333333333,BISHAN SPRING
90,1.3001754928952323,103.85261752754148,125,A,1.296861686,103.8506674,90,0.4275204250553977,BRAS BASAH MRT STATION,"coordinate_pair(lat_x=1.3001754928952323, lon_x=103.85261752754148, lat_y=1.296861686, lon_y=103.8506674)",0.467,2.95,FORTUNE CENTRE
91,1.3069895284265052,103.85441914432418,201,A,1.296861686,103.8506674,90,1.2009129875813571,BRAS BASAH MRT STATION,"coordinate_pair(lat_x=1.3069895284265052, lon_x=103.85441914432418, lat_y=1.296861686, lon_y=103.8506674)",1.519,10.616666666666667,52 CHITTY ROAD
92,1.2855382001095763,103.84177430019191,51,A,1.296861686,103.8506674,90,1.6008532368780684,BRAS BASAH MRT STATION,"coordinate_pair(lat_x=1.2855382001095763, lon_x=103.84177430019191, lat_y=1.296861686, lon_y=103.8506674)",2.17,14.1,PEARL'S HILL CARE HOME
93,1.305827281281948,103.86231291663341,98,A,1.296861686,103.8506674,90,1.6339601938033963,BRAS BASAH MRT STATION,"coordinate_pair(lat_x=1.305827281281948, lon_x=103.86231291663341, lat_y=1.296861686, lon_y=103.8506674)",2.1,13.616666666666667,CRAWFORD LANE
94,1.312928634749774,103.85367021648912,21,A,1.296861686,103.8506674,90,1.817481238547819,BRAS BASAH MRT STATION,"coordinate_pair(lat_x=1.312928634749774, lon_x=103.85367021648912, lat_y=1.296861686, lon_y=103.8506674)",2.365,14.983333333333333,CONNEXION
95,1.3625673459624987,103.8350983802501,258,A,1.363846766,103.8338992,154,0.19496041539406828,BRIGHT HILL MRT STATION,"coordinate_pair(lat_x=1.3625673459624987, lon_x=103.8350983802501, lat_y=1.363846766, lon_y=103.8338992)",0.281,1.9166666666666667,MULTI STOREY CAR PARK
